,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,App Name
45,gp:AOqpTOGd3HfEeOqstP4z1tUvgwB-NlFRwXGN2uNjh_cyA-MPM9fNxMcMJjAN0lckHseIevomV545Mk_Qiy37vYA,Rakesh Chowdary Velaga,https://play-lh.googleusercontent.com/a-/AOh14GjJayPgWtu6rWniaweAeU_uh9jLJjysc985sziCug,"First of all I am made to face restrictions even without any SPAM from my end (I can tell this as a fact as I barely even use Telegram!). I choose to appeal and I get to deal with a ""Bot"" which keeps throwing the same message again and again. I was asked to wait until a supervisor of your team resolves my issues but it's taking ages. The sole purpose this app was to communicate, without this, the app is surely gettin dumped. First of all why was my account restricted? I accept your challenge!",1,542,8.5.1,2022-02-06 17:43:07,,,Telegram
46,gp:AOqpTOHqcG4t27sl7iQW1XUsxFdzocVTiaZDNEBePzrFQSNG-BeodedcEQ9A-rPa72nCNfsl9KI3a7hK8B6qfCQ,Aman Preet Singh,https://play-lh.googleusercontent.com/a-/AOh14Gh-KLqICNopHLUdMLtFfqPZEGHWMCWYXIZlMhv5cw,"""System Sound"" while ""screen sharing"" is still a problem in ""mobile"". And while meeting recording from mobile - the meeting should have an option that records the only ""shared screen"". Not the pictures of speakers and hence ""screen go black"" while we see the recording. Sorry for rating this low but Assume this as 5 out of 5. This is only because you find my problem fastly.",1,168,8.4.3,2022-01-18 08:56:52,,,Telegram
47,gp:AOqpTOFWEMPXfP0BQIcW0PxjWwr8g-IAQ4NhVyPrCPPA1u15I-km8f-UL66_NSynQN-kF9eqXwAqIA2SB5h5xtM,Taylor Brocato,https://play-lh.googleusercontent.com/a-/AOh14GiwZ9ky8nBFil_cSkptoeWpifGYPOOFRW4tMyziOQ,"This is the best app I have ever used period. 4 stars till message reactions though. Once that is added I will shill this to everyone I know even harder. Perfect app except for that. Wish I could give 4.5 Edit: went up to 5, but now down to 3 as Spotify preview links are broken and that's a major part of my friends conversations will change to 5 if this gets fixed. It worked before!!",3,111,8.5.0,2022-02-04 01:36:39,,,Telegram
48,gp:AOqpTOHzrWHAbJedxtGV0gBAn8aFI-G7MM6FsnK_biqkwJvF6-ryY1VMT14Vovs9-n0nmKnDxmWR0AZkQaNPt4c,Luisma Reyes,https://play-lh.googleusercontent.com/a-/AOh14GjcFUphbv4W-p831VZTdprTvHrr_lr9m0jEJTlYow,"It is really cool, but usually i have had some bugs with the app, specially in groups, right now a friend that is in a group with my other friends, the tag name says ""te name of the group"" and not ""his real name"" and is like he's not in the group, besides he lost his photos and archives that he sent the last 4 months, can you help me?",3,747,8.4.3,2022-01-10 22:06:48,,,Telegram
49,gp:AOqpTOETCWyJHF2IMZbysxYG41Ho8kMtAtu8jZ-q3nb0Q4Z16BfRtdYO4eIVCozVNsKez95rZTCoIKAM4OkDFs0,Robyn Hovey,https://play-lh.googleusercontent.com/a-/AOh14Gg5yOVeW5FP1h0VcyTKjkkbh65s_GzFJhndc_hTwg,"The new reactions thing is ruining the app. I use Telegram for notifications on sales deals where milliseconds matter, and now I can't click on links without getting the annoying reaction popup. Please make it so it can be disabled! I'm also still waiting for the ability to read notifications aloud or interact with apps which can do so, for the visually impaired.",1,102,8.4.2,2022-01-05 20:31:35,,,Telegram
50,gp:AOqpTOHalh6ooIt_6HhAQOil8o0bp0TYFhgwkfRqm5RAz7Zg58uaul6nQBu3tvHJ02ovdCwk0X5nwsIOZCiIO7U,Heather Nichole Russell,https://play-lh.googleusercontent.com/a-/AOh14Ggg71zoS542FLtnp5m9C3cosByS6sw5uQH2I9ZRsw,"I changed phone providers and phones but kept my number. I am now locked out of my account because I don't have access to the old device; it was wiped as part of the transfer process, as is standard practice, and traded in. Because I have the same number, I can't even create a new account, it just keeps demanding a code sent to my old device. I now have no access to necessary work communication due to security carried to the extreme of working against the user.",3,82,8.5.4,2022-03-06 01:17:48,"Hello, we apologize for the troubles you've had with the app. Are you still experiencing this? If so, if you had a previously active session/device (the old phone) and attempt to login, the login code sends to your Telegram account instead of through SMS. However, you can tap on the option during login to send the login code through SMS as well.",2022-03-12 01:54:34,Telegram
51,gp:AOqpTOG-yDFU8MxmX77uNksFZvfQQYEu8PPFGEjcBd6FErpMugod34xHTAtT_WJt--U5X2wawfwhOKbZruTY4hk,Skylar PI,https://play-lh.googleusercontent.com/a-/AOh14GirZRh399pD33pprZwiRkzNMYlBDqs_l1Vw7vHfLO4,"Very glitchy, gives my phone viruses, desktop version refuses to let me sign in via phone number it wants to send a code to telegram even though I'm not even signed in and it refuses to let me get the code via text message. Also there's no rating system on Windows so I had to make the rating here which was kind of sus.",1,53,8.5.4,2022-02-18 12:01:34,,,Telegram
52,gp:AOqpTOEkYd46_TEGGe5r6ct_A9_ZIfK13QcKnojBNOJzS-l7YNuqzL7Zn97_bd4QqJsFhU4iD1gfKSamVnWo2l4,Dugtrio Ramen,https://play-lh.googleusercontent.com/a-/AOh14Gg4tA75cI2hOItUGRwzcLgXcYHS41PY-IZV4-wjeA,Really great with a few hiccups. There's a bug when uploading big files. You have to use the Google files app on Android 11 and it crashes when the file is big and lags the whole phone. Also I wish I could still use secret messages with an option to still see who it's coming from in the notifications. Otherwise it's the best messaging app,5,506,8.5.0,2022-02-04 04:26:30,,,Telegram
53,gp:AOqpTOG6ePTvv84wEORtaYJn2TOM2vw1AqHgYrdiMo3wOefZb-pAv4cg69hhZMPhGMmi-J8raJ-z2Jgp2Yma8oM,James Anthony Miller,https://play-lh.googleusercontent.com/a-/AOh14Gi5MZ4Uvif-ITWF83sYmu_WRvbcCRvhz9xGsm7V,"Easy to get it from the two of one information to the main phone, to add number to reach out to reach, to talking talkins talklings talk... Contact info for adding additional information to phone contacts to new phone contact information to reach out to reach out to personal person persons, people personality people of.. People on this site must have technical tech nolilage. P.S. James Anthony Miller.... P.s.s. Love mine GRILS.",5,17,8.5.4,2022-03-06 16:11:12,,,Telegram
54,gp:AOqpTOHq7lryF-2doVpfD3ubj5KpBsb2kdBIc3yNtxTI9HrIDZoEY9uQ2GpPmRKwI5KprDWCjneV94wYiOdwp24,Anid A.m,https://play-lh.googleusercontent.com/a-/AOh14GijKlkTs5VDNs6B6wPPwcaGqT15UOOQfiE46IxokQ,Please fix the issue with Telegram's file location not being displayed on Android 11. I have downloaded some large files that I can't delete on my phone. I don't want to clear my cache either. I use this app regularly and for school too so it's important for me to be able to delete those unwanted files or find the ones I want.,3,793,8.4.2,2022-01-10 05:16:53,,,Telegram
55,gp:AOqpTOG-4QHtW9TsPaVPCDpuTvJV2hbLzLONekI4LQZ7ZQF_6dfHdJtwaoukFoVe2xaHNG54ZogmVnqdMpW4Ndg,Kash Scott,https://play-lh.googleusercontent.com/a/AATXAJyHU0sN8cL-BmftsVdqBUHMd-7D4woRoe4fPRt6=mo,This has become one of my favorite social apps. There crypto mining groups where each message is a mining attempt(chat mining). Some even drop nft's which is great. So much creativity is possible here. I love the chat bots regulating and assisting us humans is lovely. Text based games and quests. Web3 seems to love telegram. Soon I hope to create my own group and chat mines to tie my projects together. Very excited for the future of this app!,5,131,8.4.3,2022-01-11 12:46:46,,,Telegram
56,gp:AOqpTOFK_6JnxgoD3vmcmECDKs-AckDJlyrzhJNzNG9kMP2VsPJKfF0-LfHdmMR689MlaZqRhcLdhop9sT_f8Tk,Kid Method,https://play-lh.googleusercontent.com/a/AATXAJwYMV_SQ1zpDEBGDXpiwPLriAA4x2wtNhJhH8Y1=mo,"Okay app. Signal is more secure unless you start each chat with end to end encryption as a private chat. Telegram started the disappearing messages which I thought was going to be incredible till I found you just tap on the text and it stays appeared rather then going fuzzy again which would have cancelled out screenshots when necessary. All in all it's decent/just beware of scammers, Telegram trump's all apps I've ever used for scammers! Telegram support sadly is 🗑️.",4,322,8.4.3,2022-01-14 03:27:17,,,Telegram
57,gp:AOqpTOHiid7yiBdag2fdxlV8N3KUwz4zGgDsVZSr2HwHGFAgJOjqotGBv2boWbSWtBXcJ1IXiHovVv-JaODz2qQ,Mehrdad Shajarian,https://play-lh.googleusercontent.com/a-/AOh14GjkxhUG3ocCecDqlqbrqAJrFMWp57EZhb64hZ5U,"There is a feature in Telegram that you can send a photo or video to another person on time and Telegram promises that another person can't save this photo or video, today I sent a photo to a friend like this I sent it and then, while the telegram showed that he had not even opened this photo, he sent it to me again without a timer. I guess he used one of the simulated versions of Telegram, please take care of this.",1,5,8.4.3,2022-02-27 12:11:32,,,Telegram
58,gp:AOqpTOHvjopuBbzPoAWGnY-1o1jfur0ajnT4F9AYspiJDSGMxbDpFpJNz9KdcTc_LD_6zC5iHlnQYDcYUHWnwwE,Pritesh Patel,https://play-lh.googleusercontent.com/a-/AOh14Ghbn5y9A6AzSD2IaC3fvWaFt-0eFD-07iMsOQxB,"Telegram is a great app in many ways better than Whatsapp. But Whatsapp has 2 features that I wish Telegram had. 1) Ability to reply privately regarding a message send by a user in a group. For example, a user sends a message in some group. I would like to reply back with the message quoted but only to the user. That feature is in Whatsapp but not in Telegram. 2) Telegram has channels but Whatsapp has Broadcast groups. I like Broadcast groups because the messages to the Broadcast group goes to the recipient personally from me rather than the name of the channel. This gives a personal touch.",4,119,8.4.4,2022-01-26 19:48:45,,,Telegram
59,gp:AOqpTOEDrK_MgJ7-vqp-VT4iFVhhOKO4VSL6EMgmr_IvTYJJkcb8_AUbwwgvNoHexnMjwWUxBHpHZ2cruum_rKE,Josh Lyle,https://play-lh.googleusercontent.com/a-/AOh14Gj-idAgAMkpojAv2g4a9yccgRD394uQfPodlUK0Yw,"Ok love the new features and the easy user maneuverability, thus the reason for a 1 star, is the bots and fake accounts cloning real accounts. Some of these bots trick users into crypto based sites by playing a role of Ron Watkins, cmz, or others like TraceyBeans, and it just continues. The users demand better accountability for our accounts then to allow clones to steal interface time!! Now I can dox almost everyone, and I appreciate the no censorship, but please fix the dam bots and clone acc.",1,57,8.4.2,2022-01-05 01:01:51,,,Telegram
60,gp:AOqpTOHy4wa_Q7AnACLja1u7zy-HblI-dLQmWTptG3paVDq7ytXGZZ01JoIlpXUHaMYkxBbukZXa5QBJ8NGXfCk,David Vigil,https://play-lh.googleusercontent.com/a/AATXAJzBwysWotdzyGd2uZ0oDSSmEFqZK--IGD_IxIhT=mo,"It does exactly what I want in an anonymous messaging app that, update while the app works fine and I use it alot, I don't want it to just send my number to people on my contact list that I haven't talked to in ages.",2,9,8.5.4,2022-03-06 00:56:40,"Hello, note that you can go to Telegram Settings > Privacy and Security > Phone Number, set that option to ""Nobody"", then a new option will appear. Set the new option to ""My Contacts"", then people cannot add you by phone number unless you specifically save them as a contact. Then you can use public usernames instead of contacts / phone numbers.",2022-03-12 02:47:18,Telegram
61,gp:AOqpTOFOcnb0zli4-HnyZ0sJHllCLUPLVb0GChhYj9cOR8V7Aka530r0oSjJpeeAmhTrOvw1iKCK5ecrIT1dxpE,andrea noreen,https://play-lh.googleusercontent.com/a/AATXAJwojJ0Jsoa7DvWujmdy3KjCNDxPQHZCYCk9jffR=mo,The platform is great. Just don't download it through Google Play. The playstore sensors what they want you to see on your own device in your own home. Download it straight from the website to avoid Chna interruption.,1,17,8.5.0,2022-02-22 01:00:00,,,Telegram
62,gp:AOqpTOFVRU-rGG6emu8OoOLIUecMwGLV5ISZU062DMp_0ji-A4reoUxprqGnkATcW9_jJvW0gpHt0eIfhMpM1Os,Ashraf Asif,https://play-lh.googleusercontent.com/a-/AOh14Gggtx6rAkUoA57FGV5omv8H7KOys61P_O5h4xQXlw,Thank ypu for making the Telegram the Best messaging app. I love Telegram most. I wanted to suggest something. A feature. Plz make the streaming more smooth & Lag free just like (Google meet or Zoom or Microsoft Team) . If you guys make this possible I think Telegram will became the All Rpunder App. Many People love Telegram.. So plz make the Screen shareing flawless. It doesn't matter If it consume More bandwidth. This will help people in E-learning. I hope for best.,4,72,8.5.4,2022-02-18 07:52:22,,,Telegram
63,gp:AOqpTOFpyhqOiD7_njB9-yAdIrCy7ZmCbu_5-5VrSKxMtQ03JHfUaeEO_vPeXubUG0uejrjF_Hj4ZcXLq-sZvpg,Panda m,https://play-lh.googleusercontent.com/a/AATXAJxtO_k7tfbRG2_Axnp791Mvwy4LiJgkq06piM0c=mo,"Since the latest update, all the Android users can not open a secret chat gallery and press a picture without the app crashing and closing consistently. Note, this issue only occurs in secret chats. I myself and multiple Android user have tried and crashed without success. Love the app been a user since 2015. Please fix this",2,191,8.5.1,2022-02-06 09:01:55,,,Telegram
64,gp:AOqpTOFTqeBbwpdwDwhP6UbBFoGTySINkBEzWlUpjdTy5uU5Q6vC51xh7ANpA8FJ-TY_ERIfFwAR0OtKQjYhON4,P H,https://play-lh.googleusercontent.com/a-/AOh14GhxpRgxa_Co6Rev0EB3M7N6UctYWUqu5ORVQ9Tl0A,"I really like four things: 1) videos send and receive in full frame and vivid colors; 2) you can delete a text from your recipient's inbox so long as they haven't read it. 3) the large collection of kinetic emojis is kinda fun. And 4), Video calls are of a good quality.",5,265,8.5.2,2022-02-13 23:14:23,,,Telegram
65,gp:AOqpTOH2sW_Fq2PcXcHeIVaIjaWj08QREGyr66o0AgkD5sYjJo06tV41HStKun1UQxfgHZkaKVwS8K8n9AKMrLI,Jeffrey Bollman,https://play-lh.googleusercontent.com/a-/AOh14Gjh8FOwIRAsQqKXWZHoSNemhjddUOhk4bCE07Xz,"This program saves every darn image FOREVER !!! That is a FAIL.... my phone storage filled up in a VERY short time. Android Storage Manager knows there is 25GB HIDDEN in my phone, but CANNOT show me where. Investigation via a file manager revealed the EVIL culprit is this app: TELEGRAM. AVOID at all costs !!!!",1,23,8.5.4,2022-02-27 05:26:22,"Hello, you don't need to store a lifetime of media history on your device. To clear your Telegram cache, go to Telegram Settings > Data and Storage > Storage Usage, then configure how long unused media stays on your device. You can also clear cached data manually from there. You can re-download media from the Telegram cloud at any time as needed.",2022-03-12 04:09:39,Telegram
66,gp:AOqpTOFWbTF4j9D_E3d0Q8raAUjpj6uWXLO64n3MYF-JNokSmUPikPTCK0urx3FyFmHgJnLKPTgpoOpRl8eGu_E,Sahar aph,https://play-lh.googleusercontent.com/a-/AOh14GgJfseSdUQKXUPSN5B-2knLZLtWd4caAaGVS53Ixg,I love this app. Because of so many things the most important thing is the security and privacy unlike whatsapp And easy to use Your videos and photos and files will be saved safe and sound for ever,5,3,8.5.4,2022-03-12 00:09:09,,,Telegram
67,gp:AOqpTOEhkeT14G_vjD7_5LABWSzv76B8AGIBgBiZPzjcdOdQyxPmhq5SKYIqkDN1WKKfApaGJLnqZu7qiIWdOA4,Linette Thompson,https://play-lh.googleusercontent.com/a-/AOh14GjTeFMw4tg4DIZCfCCMTPqEPlZLtz0eo6aHVyHFJg,"It was hard to figure out at first, but I have subscribed to the tips channel has helped me tememdously. The channel sends emails that teach how to use commands, plus tips and tricks on how to use telegrams. Personally, I still have a lot to learn",5,18,8.4.4,2022-02-04 20:38:33,,,Telegram
68,gp:AOqpTOEcjMwpKY8z2g9KXX1wJotFq61zTxeKQ4HsedkZ0X4QXaEbLTBEc8n7yLJyJqhIvXAvVcdm-CMqrH2rr6U,Katie Mobatie,https://play-lh.googleusercontent.com/a/AATXAJz4PMT2NKVCtm87P1hf1w3tQ4Qk_dSTCGfNP9iu=mo,I love this platform! I use this for work everyday. Simple and easy to use. It only takes a couple steps to do what you need to do. Has a nice and clean appearance. The bells and whistles are there but you don't have to use them.,5,21,8.5.1,2022-02-19 07:51:11,,,Telegram
69,gp:AOqpTOEQQS-Oa6MJgDecbafAMesl4XA93HcWnKRbIrN5i4ictzU1sjNWHsznlzEcvjEyz2sRfR_4nCPmOtSMBTQ,Kaleido Scope,https://play-lh.googleusercontent.com/a-/AOh14Ggo-7PVLNrfGgLSxOcSd5RMGRARTE91b6O2X5jaow,"This app won't install properly on my phone ( Samsung S7). It cannot resolve the ""country code"" or my phone number although it appeared to try to automatically populate the number. The field mask format is incorrect and telegram returned an error message saying my country code was wrong. No matter what I tried I could not get past that error.",1,32,8.4.4,2022-01-29 23:33:33,,,Telegram
70,gp:AOqpTOFcRW2xig-D3jImhUToaLjSU2uG7TgGo4q-siatIZevg_hwAQQ9dX4-DePN_VVSCVlp6bmpMkUSWILeQo8,Alex,https://play-lh.googleusercontent.com/a-/AOh14GiDlI5EyeQr7soGGlqsmOJMbr9hknf-_m1ivy5oGg,"This app wants my phone to catch fire. Something happened, either the missed call notification or the message notification that it causes the app to use an insane amount of battery while causing the phone to heat up. The phone was unattended for a while. Battery report says it's Telegram. Please fix, i need my phone. -_-",3,148,8.5.1,2022-02-07 22:41:34,,,Telegram
71,gp:AOqpTOFm39G6W-0YxN-tVzY1lRtjX0gaYYN-fUb4XNIpC5tvChhdbqKqdegxmtg8tEGRINooxeCxU4HwfCHDVXg,Clint McGill,https://play-lh.googleusercontent.com/a/AATXAJzX3Ub8MBU9KCbX7m1q2TxB6Xmldacn77RUOgw8Jw=mo,"Most of this app is good, but there is one problem - there's no way to always open links in my own browser, which means I don't get my privacy-protecting ad blocker. This is a frustrating trend in android apps - please stop letting third parties collect data with cookies in your insecure in-app browser!",4,212,8.4.4,2022-01-20 00:18:21,,,Telegram
72,gp:AOqpTOEoWyPjGWAu5zirhdm1bdvj-YirOsl-8-BSMDSleWgyWHD5ZEcxDEd5XGllJmymU3xEDiUABBVPXHeEtpU,Hamed khorramtarigh,https://play-lh.googleusercontent.com/a-/AOh14GgI3UzRL1F1k-ul-EgW4fQ8SdqEMlJw93L9cofX9A,"If it is possible to add an audio profile to Telegram, so that users can add an audio profile instead of a photo profile, I think this feature will be very attractive to users. For example, each user can have a voice profile for 30 seconds,",5,27,8.4.1,2021-12-30 17:24:16,,,Telegram
